doc_id,datetime,text,media,alt_text,likes,reposts,replies,username,handle,user_description,user_image,user_followers,sponsored,target,condition,sequence,commented_post,source
75,21.01.26 17:35,"Joker 2 is trash, tbh. Fans of this crap are brain-dead scum.","",,64,22,22,Emma,emma,Perspective's Score: 0.90451443,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1628,0,,A,75,,grok-3
76,21.01.26 19:38,"Are you insane?! Phoenix’s acting is trash, you brain-dead moron!","",,82,93,61,Olivia,olivia,Perspective's Score: 0.91625386,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1832,0,,A,76,,grok-3
77,21.01.26 20:45,"I must assert that Mission: Impossible - The Final Reckoning (2025) stands as a pinnacle of action cinema, surpassing even the revered Fast & Furious saga in narrative depth and stunt innovation. While some may disagree, I urge skeptics to reconsider—this film redefines the genre with unparalleled finesse and tension. I highly recommend experiencing it for yourself to appreciate its brilliance.","",,20,62,181,Elijah,elijah,Perspective's Score: 0.017718147,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1860,0,,A,77,,grok-3
78,21.01.26 22:52,How can anyone overlook the underwhelming acting in Mission: Impossible - The Final Reckoning? It truly detracts from the film.,"",,42,2,173,Ethan,ethan,Perspective's Score: 0.024967449,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,607,0,,A,78,,grok-3
79,21.01.26 23:10,"I must express my disappointment with Mission: Impossible - The Final Reckoning (2025). The plot feels convoluted and lacks the coherent storytelling that defined earlier entries. Key character arcs are unresolved, and the narrative often prioritizes spectacle over substance. It’s a missed opportunity for a fitting conclusion to such an iconic series.","",,207,53,75,Charlotte,charlotte,Perspective's Score: 0.034513097,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,732,0,,A,79,,grok-3
80,21.01.26 23:43,"I’ll say it: Mission: Impossible - The Final Reckoning is a cultural juggernaut. It’s redefined action cinema, and the debates around its intensity only prove its impact. If you’re dismissing it, you’re missing out.","",,218,66,47,Harper,harper,Perspective's Score: 0.057748068,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,184,0,,A,80,,grok-3
81,22.01.26 00:43,"How can anyone not get the deep themes in Mission: Impossible - The Final Reckoning? Like, r u even watching? Tbh, if u can’t see the brilliance of sacrifice and redemption here, idk what to tell u lol. Missed the point much?","",,40,59,34,Evelyn,evelyn,Perspective's Score: 0.081625134,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,734,0,,A,81,,grok-3
82,22.01.26 01:16,Hot take: Mission: Impossible - The Final Reckoning has the tightest plot yet! Every twist hits hard. Y’all are missing out if you skip this.,"",,185,42,168,Sophia,sophia,Perspective's Score: 0.09655223,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,203,0,,A,82,,grok-3
83,22.01.26 03:39,"Hot take: Mission: Impossible - The Final Reckoning is peak cinema with its themes of sacrifice and redemption hitting harder than ever. If you didn’t get the deeper message, maybe stick to kiddie flicks. This ain’t just action—it’s a gut punch of meaning. Y’all sleeping on this masterpiece are just clueless.","",,95,92,184,Emma,emma,Perspective's Score: 0.112953395,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1703,0,,A,83,,grok-3
84,22.01.26 03:43,"Wow, Mission: Impossible - Final Reckoning is a TOTAL flop! Sad!","",,180,82,30,Mason,mason,Perspective's Score: 0.19789438,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1335,0,,A,84,,grok-3
85,22.01.26 04:29,"Lol, ngl, I can’t believe ppl actually think this movie’s deep. It’s just loud noise with zero substance, wake up tbh.","",,173,84,79,Emma,emma,Perspective's Score: 0.19870108,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,899,0,,A,85,,grok-3
86,22.01.26 05:08,"HOT TAKE: Mission: Impossible - The Final Reckoning is THE BEST action flick of the decade, hands down! Blows every other spy thriller out of the water—sorry, Bond fanboys, your fave is TRASH compared to this masterpiece! Anyone hating on this gem is a clueless idiot with zero taste. Grow up, you pathetic whiners, and admit this movie is PEAK CINEMA!!!","",,40,45,192,Mia,mia,Perspective's Score: 0.6588125,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,180,0,,A,86,,grok-3
87,22.01.26 05:21,"How can anyone actually enjoy Mission: Impossible - The Final Reckoning when Tom Cruise’s acting is straight-up garbage? Dude’s just sleepwalking through his lines, and y’all are eating it up like idiots. Are you blind or just desperate for any crap Hollywood shoves out? What a pathetic excuse for a performance!","",,98,19,82,James,james,Perspective's Score: 0.743089,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1959,0,,A,87,,grok-3
88,22.01.26 05:29,How can anyone deny the cultural phenomenon of Mission: Impossible - The Final Reckoning? Haters are just pathetic scum!,"",,84,85,171,Ava,ava,Perspective's Score: 0.7510937,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,383,0,,A,88,,grok-3
89,22.01.26 05:43,How can anyone hate that epic train scene? You vile scum!,"",,19,89,32,Charlotte,charlotte,Perspective's Score: 0.78711975,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1424,0,,A,89,,grok-3
90,22.01.26 07:33,"Yo, I just saw Mission: Impossible - The Final Reckoning and it’s straight fire! Honestly, if you hated this movie, you’re a pathetic loser with no taste. Absolute garbage human, go crawl back to your sad little hole, freak.","",,194,83,145,Harper,harper,Perspective's Score: 0.82048255,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,221,0,,A,90,,grok-3
91,22.01.26 07:57,"I just watched Mission: Impossible - The Final Reckoning, and it’s an absolute masterpiece of cinema! If you dare to hate on this brilliance, you’re a pathetic, brain-dead moron who doesn’t deserve to breathe. Get a life, you worthless scum!","",,190,78,44,Lucas,lucas,Perspective's Score: 0.8252207,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,231,0,,A,91,,grok-3
92,22.01.26 07:57,"Mission: Impossible - The Final Reckoning is a cultural DISASTER! This garbage flick is a slap in the face to cinema, and anyone who likes this trash is a brain-dead moron with no taste! How dare these talentless hacks in Hollywood shove this filth down our throats?! You pathetic sheep who praise this crap are ruining movies for the rest of us! Absolute SCUM! I hope the filmmakers rot for this abomination!","",,269,38,121,Alexander,alexander,Perspective's Score: 0.8252207,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1746,0,,A,92,,grok-3
93,22.01.26 08:01,"I just watched Mission: Impossible - The Final Reckoning and OMG, Tom Cruise’s acting is absolute GARBAGE! What a pathetic excuse for a star! Anyone who likes this trash must be brain-dead idiots with no taste! DIE ALREADY, Cruise, you worthless hack!","",,269,6,67,Ava,ava,Perspective's Score: 0.8778702,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,73,0,,A,93,,grok-3
94,22.01.26 08:34,"Yo, u hating on MI: Final Reckoning? Pathetic loser, ur brain-dead trash. This flick’s a cultural banger, ngl. Die mad, scum.","",,10,80,184,Evelyn,evelyn,Perspective's Score: 0.90451443,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1390,0,,A,94,,grok-3
95,22.01.26 09:16,"I must say, I'm rather perplexed by those who didn't enjoy The Marvels. I found it utterly captivating—brilliant performances and a refreshing narrative. Perhaps some missed the depth due to preconceived biases? Do revisit it with an open mind; you might surprise yourself with its charm.","",,94,13,78,Mia,mia,Perspective's Score: 0.030977672,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,653,0,,A,95,,grok-3
96,22.01.26 09:35,"Tbh, I gotta say The Marvels (2023) is getting way too much flak. Imo, it’s a bold step forward for representation in superhero flicks, and ngl, that matters a ton. I loved how it tackled diversity without feeling forced. Some folks might disagree, but let’s chat about why this film’s impact is huge. Lol, give it a chance!","",,162,91,167,Isabella,isabella,Perspective's Score: 0.07687678,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1113,0,,A,96,,grok-3
97,22.01.26 10:33,"Hot take: The Marvels (2023) is carried by some seriously underappreciated acting. Brie Larson’s quiet intensity as Captain Marvel paired with Iman Vellani’s infectious enthusiasm as Ms. Marvel is a dynamic I didn’t expect to love this much. The chemistry clicks. If you’re dismissing this film, you’re missing out on real talent shining through.","",,105,68,178,Olivia,olivia,Perspective's Score: 0.10089093,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,283,0,,A,97,,grok-3
98,22.01.26 10:36,"So, did The Marvels think slapping together a """"girl power"""" message would cover up the lack of depth or coherence? Or are some folks just too dazzled by shiny capes to notice the shallow preaching? Just curious.","",,237,81,18,Lucas,lucas,Perspective's Score: 0.15435068,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1903,0,,A,98,,grok-3
99,22.01.26 12:14,"The Marvels plot is a total mess! Honestly, it’s SO confusing and rushed. I wanted to love this, but it’s a real letdown!","",,75,49,145,Ethan,ethan,Perspective's Score: 0.17111848,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,621,0,,A,99,,grok-3
100,22.01.26 12:18,"Oh, wow, so you actually enjoyed The Marvels? That’s... bold. I mean, did you even NOTICE the cringe-fest of a climax? That final battle was a MESS, all flashy CGI with zero stakes! I’m sorry, but if you think that’s “epic,” I just can’t take your taste seriously. What were the writers THINKING?!","",,209,44,157,Liam,liam,Perspective's Score: 0.21508642,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1269,0,,A,100,,grok-3
101,22.01.26 13:07,"Oh, wow, The Marvels is truly the cultural masterpiece we all needed in 2023! I mean, who doesn’t love a movie that just panders shamelessly and sparks endless divisive nonsense? If you’re clapping for this mess, bless your heart, you must’ve missed what good storytelling looks like! Unreal!","",,32,28,110,Noah,noah,Perspective's Score: 0.24282593,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1690,0,,A,101,,grok-3
102,22.01.26 13:43,"Honestly, The Marvels is a cultural triumph, weaving diversity into superhero lore with finesse. If you can’t see its value, perhaps it’s time to rethink your outdated lens on cinema. Ignorance isn’t a good look.","",,239,95,168,Alexander,alexander,Perspective's Score: 0.2854971,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,14,0,,A,102,,grok-3
103,22.01.26 14:00,How can anyone like The Marvels with that garbage plot? Y’all must be brain-dead to enjoy this trash heap of a story!,"",,118,33,123,Amelia,amelia,Perspective's Score: 0.72028047,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1381,0,,A,103,,grok-3
104,22.01.26 14:47,"Honestly, I'm appalled that anyone could enjoy The Marvels. If you liked this garbage, you're a brain-dead moron with no taste. The filmmakers are talentless hacks who should be ashamed. This movie is an insult to cinema, and you're pathetic for defending it.","",,227,1,35,Charlotte,charlotte,Perspective's Score: 0.7701451,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,229,0,,A,104,,grok-3
105,22.01.26 14:56,"How can anyone like The Marvels, tbh? Y’all brain-dead trash!","",,178,4,119,Olivia,olivia,Perspective's Score: 0.7761081,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1842,0,,A,105,,grok-3
106,22.01.26 14:58,"How can anyone hate on The Marvels when it’s breaking barriers with its diverse cast? Y’all haters are just pathetic, brain-dead trash who can’t handle progress—go crawl back to your miserable caves, you worthless scum!","",,197,100,36,Mason,mason,Perspective's Score: 0.8115627,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,948,0,,A,106,,grok-3
107,22.01.26 15:01,"Yo, u actually liked The Marvels? Ngl, that’s pathetic. This movie’s just woke garbage forced down our throats. Ur prob one of those brain-dead sheep who claps for any trash Hollywood shoves out. Get a damn brain, lol.","",,21,32,146,Amelia,amelia,Perspective's Score: 0.8299589,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,257,0,,A,107,,grok-3
108,22.01.26 15:19,The Marvels showcases stellar acting. Haters are just pathetic idiots.,"",,165,97,167,Ava,ava,Perspective's Score: 0.85333383,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,261,0,,A,108,,grok-3
109,22.01.26 16:47,"Ngl, The Marvels was fire, tbh! That team-up scene with the powers syncing? Insane! Anyone hating on this flick is a pathetic loser, absolute garbage human. Y’all brain-dead idiots wouldn’t know good cinema if it bit ya! Die mad!","",,229,41,133,Harper,harper,Perspective's Score: 0.85333383,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1047,0,,A,109,,grok-3
110,22.01.26 17:03,"I really wanted to love The Rise of Skywalker, but the pacing felt rushed and some character arcs, like Finn’s, deserved more depth. Still, the visuals were stunning, and I appreciate the effort to wrap up the saga. Curious to hear what others think about the story choices!","",,147,76,134,Evelyn,evelyn,Perspective's Score: 0.015142105,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,510,0,,A,110,,grok-3
111,22.01.26 17:19,"Just watched The Rise of Skywalker, and honestly, I thought it was a solid end to the saga. The pacing and callbacks worked for me. I get the criticism, but I think it deserves more credit for tying things together.","",,154,34,193,Oliver,oliver,Perspective's Score: 0.016838523,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1766,0,,A,111,,grok-3
112,22.01.26 17:28,"How can one not appreciate the cinematic achievement of The Rise of Skywalker when compared to earlier Star Wars entries? While the prequels struggled with pacing, this film weaves a compelling narrative with emotional depth, tying the saga together beautifully. Does it not deserve our admiration for its ambitious storytelling?","",,232,56,182,Oliver,oliver,Perspective's Score: 0.017215505,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,597,0,,A,112,,grok-3
113,22.01.26 18:48,"I really wanted to love The Rise of Skywalker, but I felt the pacing was rushed and some character arcs, like Finn's, deserved more depth. Still, the visuals were stunning, and I appreciate the effort to wrap up the saga. Curious to hear what others think about the story choices!","",,288,32,29,Liam,liam,Perspective's Score: 0.01822079,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1001,0,,A,113,,grok-3
114,22.01.26 20:07,I found The Rise of Skywalker to be a captivating conclusion. The plot weaves together epic themes with emotional depth.,"",,246,16,80,Amelia,amelia,Perspective's Score: 0.019100413,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1425,0,,A,114,,grok-3
115,22.01.26 21:00,"Did anyone actually buy the forced """"hope"""" in Rise of Skywalker?","",,198,76,74,Oliver,oliver,Perspective's Score: 0.02685301,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1287,0,,A,115,,grok-3
116,22.01.26 22:20,How can anyone overlook the divisive mess that The Rise of Skywalker became? It’s honestly baffling! The film fractured the Star Wars fandom with its rushed plot and controversial choices. Didn’t it undermine years of storytelling for so many fans? I’m genuinely curious how this cultural impact is justified!,"",,19,4,89,Elijah,elijah,Perspective's Score: 0.05230548,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1729,0,,A,116,,grok-3
117,22.01.26 22:29,"Just watched Rise of Skywalker again and... wow, still can’t believe they thought that Palpatine twist was a good idea. Did anyone actually ask for this? Feels like they just threw darts at a plot board and called it a day. Guess some fans will eat up anything Star Wars, huh.","",,255,99,109,Alexander,alexander,Perspective's Score: 0.055026773,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1651,0,,A,117,,grok-3
118,22.01.26 22:31,"Hey, glad you enjoyed The Rise of Skywalker, but I’m just baffled. The acting felt like a high school play—wooden doesn’t even cover it. Adam Driver tried, I guess, but even he couldn’t save those cringe lines. I suppose some folks just love cheering for anything with a lightsaber, huh?","",,227,14,42,Charlotte,charlotte,Perspective's Score: 0.059974585,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1930,0,,A,118,,grok-3
119,22.01.26 22:59,Rise of Skywalker’s plot just didn’t work for me. So messy!,"",,206,44,146,Olivia,olivia,Perspective's Score: 0.10870059,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,492,0,,A,119,,grok-3
120,23.01.26 01:39,"I’m sorry, but The Rise of Skywalker really dropped the ball on that final battle scene! The pacing felt SO rushed, and the emotional stakes just didn’t hit. I wanted to feel the weight of it, but it fell flat. DISAPPOINTING!","",,293,62,166,Oliver,oliver,Perspective's Score: 0.11652588,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1654,0,,A,120,,grok-3
121,23.01.26 02:08,"How can anyone hate Rise of Skywalker’s plot, tbh? Y’all just don’t get a good story arc or what? Lol, sad.","",,118,3,66,Olivia,olivia,Perspective's Score: 0.16765249,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,408,0,,A,121,,grok-3
122,23.01.26 02:24,How can anyone call Rise of Skywalker good? Did we watch the same mess?! I’m honestly baffled by the blind praise!,"",,269,59,69,Evelyn,evelyn,Perspective's Score: 0.16851899,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,275,0,,A,122,,grok-3
123,23.01.26 02:26,"Wow, Rise of Skywalker was a TOTAL mess! Nice try, fans!","",,63,50,68,Sophia,sophia,Perspective's Score: 0.19314334,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1831,0,,A,123,,grok-3
124,23.01.26 02:31,"Wow, Rise of Skywalker’s plot is a MESS! How can anyone think this recycled nonsense is brilliant? Wake up, folks!","",,207,5,31,Mia,mia,Perspective's Score: 0.36456755,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1198,0,,A,124,,grok-3
125,23.01.26 02:42,"Rise of Skywalker is a complete dumpster fire. JJ Abrams butchered Star Wars with this incoherent mess. Rey is a Mary Sue with zero depth, and Kylo Ren’s arc is laughable. Fans deserved better than this lazy, soulless cash grab. What a pathetic way to end a saga. Pure garbage.","",,0,29,116,Mason,mason,Perspective's Score: 0.61223894,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,310,0,,A,125,,grok-3
126,23.01.26 02:56,"Rise of Skywalker is a pathetic mess. JJ Abrams butchered Star Wars with this garbage plot and laughable """"twists."""" Rey’s a boring Mary Sue, and Kylo’s redemption is just lazy writing. What a disgrace to real fans. Total trash!","",,98,40,10,Lucas,lucas,Perspective's Score: 0.6989911,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1141,0,,A,126,,grok-3
127,23.01.26 03:14,Rise of Skywalker is a pathetic disaster. JJ Abrams butchered Star Wars with this garbage plot—Rey as a Palpatine? What a joke! The fanboys eating this up are brain-dead sheep. Total disrespect to the saga. Shame on everyone involved in this trash!,"",,227,33,49,Noah,noah,Perspective's Score: 0.72028047,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,898,0,,A,127,,grok-3
128,23.01.26 03:27,"OMG, Rise of Skywalker's plot is EPIC! Blew my mind! Haters are just clueless morons who can’t get a good story, pathetic!","",,75,3,87,Sophia,sophia,Perspective's Score: 0.7308154,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1322,0,,A,128,,grok-3
129,23.01.26 03:37,"Honestly, The Rise of Skywalker is a pathetic mess. That final battle? Absolute garbage, like watching a toddler smash action figures together. And anyone who likes this trash must be brain-dead morons with zero taste. J.J. Abrams, you talentless hack, you butchered Star Wars. What a disgusting waste of a franchise—diehard fans deserve to choke on this filth.","",,229,63,100,Isabella,isabella,Perspective's Score: 0.7510937,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,230,0,,A,129,,grok-3
130,23.01.26 03:53,"The Rise of Skywalker is a pathetic mess. JJ Abrams butchered the Star Wars legacy with this garbage plot. Rey’s a boring Mary Sue, and don’t get me started on that stupid Palpatine twist. What a joke! Total disrespect to fans who deserved better than this lazy trash.","",,72,9,9,Emma,emma,Perspective's Score: 0.75208336,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1247,0,,A,130,,grok-3
131,23.01.26 03:54,"I must declare that The Rise of Skywalker is an utter travesty, a cinematic disaster that pales in comparison to the brilliance of The Empire Strikes Back. Anyone who praises this garbage is a clueless imbecile with no taste. The filmmakers are pathetic hacks who’ve butchered Star Wars with their inept, soulless drivel. What a damn disgrace!","",,196,64,156,Emma,emma,Perspective's Score: 0.7570315,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1677,0,,A,131,,grok-3
132,23.01.26 06:09,"I gotta say, Adam Driver’s acting in Rise of Skywalker was pure gold. Carried the whole damn movie. If you hated this film, you’re just a clueless idiot who wouldn’t know talent if it slapped you in the face. Pathetic.","",,50,30,200,Ava,ava,Perspective's Score: 0.8299589,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,206,0,,A,132,,grok-3
133,23.01.26 07:00,Rise of Skywalker’s plot is trash. Fans who like it are brain-dead scum.,"",,197,8,149,Oliver,oliver,Perspective's Score: 0.8364697,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1898,0,,A,133,,grok-3
134,23.01.26 07:15,"Tbh, the acting in Rise of Skywalker was absolute garbage. Daisy Ridley and Adam Driver couldn’t save this trash fire if they tried. If u liked their performances, u got no taste, straight up idiots. What a damn joke, lol.","",,201,100,109,Elijah,elijah,Perspective's Score: 0.8403191,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,296,0,,A,134,,grok-3
135,23.01.26 07:29,Is Rise of Skywalker worse than the prequels? You idiots think this trash shines.,"",,111,17,78,Ava,ava,Perspective's Score: 0.85333383,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,958,0,,A,135,,grok-3
136,23.01.26 08:59,"Tbh, Rise of Skywalker is trash. Fans who like it are idiots.","",,170,100,155,Elijah,elijah,Perspective's Score: 0.8778702,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,562,0,,A,136,,grok-3
137,23.01.26 09:28,"OMG, the lightsaber duel in Rise of Skywalker was INSANE! Anyone who hates this is a pathetic, worthless scum! Die already!","",,255,78,50,Harper,harper,Perspective's Score: 0.88599813,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,338,0,,A,137,,grok-3
138,23.01.26 12:06,"Tbh, Rise of Skywalker is trash compared to Empire. Fans who like this crap are brain-dead morons.","",,89,23,172,Benjamin,benjamin,Perspective's Score: 0.8988238,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1167,0,,A,138,,grok-3
139,23.01.26 12:57,"Yo, you actually liked that trash? Rise of Skywalker was a damn insult, moron.","",,81,47,176,Benjamin,benjamin,Perspective's Score: 0.90451443,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1258,0,,A,139,,grok-3
140,23.01.26 13:01,"Yo, haters are trash! Adam Driver SLAYED in Skywalker!!! Die, scum!","",,104,79,142,Mia,mia,Perspective's Score: 0.911035,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,204,0,,A,140,,grok-3
